,id,comment,time,corrected_comment,nouns,time_minutes
1920,김미선,후반전에 나와서 보란듯이 골넣자,2023-02-20 02:25:12,후반전에 나와서 보란 듯이 골 넣자,"['후반전', '듯이', '골']",107.767
1921,현주현,히살 승점 젤 낮네,2023-02-20 02:25:14,히 살 승점 젤 낮네,"['살', '승점', '젤']",107.8
1922,임병인 ,축구보면서 야식먹을라 했는데 걍야식만먹을려고요,2023-02-20 02:25:15,축구 보면서 야식 먹으려 했는데 그냥 야식만 먹으려고요,"['축구', '야식', '그냥', '야식']",107.817
1923,김과장,"이번 시즌 클루셉, 쏘니, 부상 이후로 고전하고 있어요 ㅜㅜ",2023-02-20 02:25:16,이번 시즌 클루셉 쏘니 부상 이후로 고전하고 있어요 ,"['이번', '시즌', '클루', '부상', '이후', '고전']",107.833
1924,kim 지민,토트넘 전술 딱 1개...기 승 전 케,2023-02-20 02:25:19,토트넘 전술 딱 1개기 승 전 케,"['토트넘', '전술', '승', '전', '케']",107.883
1925,ZAKI,입중계는 식스맨이다냥,2023-02-20 02:25:21,이 비중계는 식스맨이다냐,"['이', '비중계', '식스']",107.917
1926,이상규,손흥민 왜못나왔나요,2023-02-20 02:25:21,손흥민 왜 못 나왔나요,"['손흥민', '왜', '못']",107.917
1927,일루왕,황박연님 레스까다 레스까!!,2023-02-20 02:25:25,황박연님 레스가 다 레스가,"['황', '박연', '레스', '레스']",107.983
1928,red,어찌하여 18위하위권 팀과 이런 경기력 일수가 있능가 허엉~ 흥민이 들어와도 힘들어보입니다,2023-02-20 02:25:26,어찌하여 18위 하위권 팀과 이런 경기력 일수가 있는가 허영 흥민이 들어와도 힘들어 보입니다,"['어찌하여', '위', '하위', '팀', '경기', '일수', '허영', '흥민']",108.0
1929,jackson,레스가 누구야요?,2023-02-20 02:25:27,레스가 누구여요,"['레스', '누구', '여요']",108.017
1930,이겼다,히살이 월드컵에서 잘한건 브라질 국대여서입니다;;,2023-02-20 02:25:28,이 살이 월드컵에서 잘한 건 브라질 국대 여성입니다,"['이', '살이', '월드컵', '건', '브라질', '국', '여성']",108.033
1931,새우깡,에릭센은 방출된거예요??,2023-02-20 02:25:31,에릭센은 방출된 거예요,"['에릭', '방출', '거']",108.083
1932,sang funny,zd를 쓰고 침투 qqqq를 눌러야되요,2023-02-20 02:25:37,zd를 쓰고 침투 qqqq를 눌러야 돼요,"['를', '침투', '를']",108.183
1933,박순복,응원차원에서 구독해야쥬,2023-02-20 02:25:38,응원 차원에서 구독해야쥬,"['응원', '차원', '구독', '쥬']",108.2
1934,오마르,SPOTV 유료 한후부터 손흥민 저조해졌네,2023-02-20 02:25:43,SPOTV 유료 한 후부터 손흥민 저조해졌네,"['유료', '후', '손흥민']",108.283
1935,초이동탄,소니는 교체출전이 동기부여가 됬으면 좋겠네요,2023-02-20 02:25:46,소니는 교체 출전이 동기부여가 됐으면 좋겠네요,"['소니', '교체', '출전', '동기부여']",108.333
1936,김보희,강아지 넘 귀여워요,2023-02-20 02:25:47,강아지 너무 귀여워요,['강아지'],108.35
1937,아동석,토트넘은 케인 때문에 망함.,2023-02-20 02:25:47,토트넘은 케인 때문에 망함,"['토트넘', '케인', '때문']",108.35
1938,Alice,레스는 멍뭉이,2023-02-20 02:25:48,레스는 멍멍이,['레스'],108.367
1939,Kenneth Kim,콘테도 없는데 패리는 앞으로 토트넘에 계속 남는건가여 ?,2023-02-20 02:25:50,콩테도 없는데 패리는 앞으로 토트넘에 계속 남는 건가요 ,"['콩테', '패리', '앞', '토트넘', '계속', '건가']",108.4
1940,너의 이름은.,에릭센 이적햇엇죠,2023-02-20 02:25:50,에릭센 이적했었죠,"['에릭', '이적']",108.4
1941,김마야📣,에릭센 부상,2023-02-20 02:25:51,에릭센 부상,"['에릭', '부상']",108.417
1942,일루왕,레스 자기머라 깎음.,2023-02-20 02:25:54,레스 자기 머라 깎음,"['레스', '자기', '머']",108.467
1943,김정일,개키우는데 사료값 미용비 한달 20만원은 기본으로 들어가요,2023-02-20 02:26:00,개 키우는데 사룟값 미용비 한 달 20만 원은 기본으로 들어가요,"['개', '사룟값', '미용', '비', '달', '원', '기본']",108.567
1944,kim 지민,레스?? !! 식스맨 대장님 키우는 강아지 이름...:red_apple:,2023-02-20 02:26:00,레스  식스맨 대장님 키우는 강아지 이름 redapple,"['레스', '식스', '맨', '대장님', '강아지', '이름']",108.567
1945,새우깡,오늘보고 유료취소할라궁,2023-02-20 02:26:06,오늘 보고 유료 취소할라 궁,"['오늘', '보고', '유료', '취소', '궁']",108.667
1946,김마야📣,머라???,2023-02-20 02:26:08,머라,['머'],108.7
1947,소년배달부키키,매디슨 데려와줘 ㅠㅠ,2023-02-20 02:26:09,매디슨 데려와줘 ,['매디슨'],108.717
1948,jackson,레스가 누구?,2023-02-20 02:26:12,레스가 누구,"['레스', '누구']",108.767
1949,말티푸,마요르카 잼났는데...방장님의 생각은???,2023-02-20 02:26:13,마요르카 재미났는데 방장님의 생각은,"['마요르카', '재미', '방장', '생각']",108.783
1950,도균,손흥민 선발 아니에요?,2023-02-20 02:26:16,손흥민 선발 아니에요,"['손흥민', '선발']",108.833
1951,이상규,언제 한잔해요,2023-02-20 02:26:16,언제 한잔해요,"['언제', '한잔']",108.833
1952,김나현,형님 여전히 목소리가 귀에 쏙쏙 꽂히네요 보시는분들도 ㅋㅋㅋㅋ엄청 많아졌네요 잘되실줄 알았어요 ,2023-02-20 02:26:18,형님 여전히 목소리가 귀에 쏙쏙 꽂히네요 보시는 분들도 엄청 많아졌네요 잘 되실 줄 알았어요 ,"['형님', '목소리', '귀', '쏙쏙', '보시', '분', '줄']",108.867
1953,일루왕,네?,2023-02-20 02:26:20,네,['네'],108.9
1954,tundra tiger,히샬이 나폴리 가면 잘할듯해요,2023-02-20 02:26:26,히설이 나폴리 가면 잘할듯해요,"['설', '나폴리', '가면', '해']",109.0
1955,Nam Kim,"미리보지않고 꼭공을잡은다음에 패스,넘느린",2023-02-20 02:26:28,미리 보지 않고 꼭 공을 잡은 다음에 패스 너무 느린,"['미리', '보지', '꼭', '공', '다음', '패스']",109.033
1956,서유미,레스는 강생이 입니다,2023-02-20 02:26:29,레스는 강생이입니다,"['레스', '강생이']",109.05
1957,김미선,태극기가 많이 보입니다,2023-02-20 02:26:30,태극기가 많이 보입니다,['태극기'],109.067
1958,송효주,남김현일 능력안돼면 두번다시 키우지마,2023-02-20 02:26:36,남 김현일 능력 안되면 두 번 다시 키우지 마,"['남', '김현', '일', '능력', '두', '번', '다시', '마']",109.167
1959,김마야📣,자기머라 ㅋㅋ,2023-02-20 02:26:37,자기 머라 ,"['자기', '머']",109.183
1960,철기둥,사료값? 그럼 처음부터 키우지 말아야지요...,2023-02-20 02:26:38,사룟값 그럼 처음부터 키우지 말아야지요,"['사룟값', '처음']",109.2
1961,일루왕,머라? 왜?,2023-02-20 02:26:40,머라 왜,"['머', '왜']",109.233
1962,웃으면 뎀벨레,레스 터시티,2023-02-20 02:26:43,레스 터 시티,"['레스', '터', '시티']",109.283
1963,kim 지민,잭슨님:red_apple: 위에 답변달아드렸어요,2023-02-20 02:26:43,잭슨님 redapple 위에 답변 달아드렸어요,"['잭슨', '위', '답변', '달']",109.283
1964,임병인 ,요즘 강아지사료값이비싸요,2023-02-20 02:26:44,요즘 강아지 사룟값이 비싸요,"['요즘', '강아지', '사룟값']",109.3
1965,황박연,강인이도 슬슬 시동 걸고 월클 향해 가는중~~ㅎㅎ,2023-02-20 02:26:45,강인이도 슬슬 시동 걸고 월크 향해 가는 중,"['강인', '슬슬', '시동', '월', '향', '중']",109.317
1966,메타방끝까지,전 말티만 3마리입니다. ㅎ 돈 생각하면 강쥐 못키웁니다..ㅎㅎ,2023-02-20 02:26:49,전 말티만 3마리입니다  돈 생각하면 강쥐 못 키웁니다,"['전', '말티', '마리', '돈', '생각', '강쥐', '못']",109.383
1967,이겼다,나폴리는 최강이잖슴,2023-02-20 02:26:50,나폴리는 최강이잖음,"['나폴리', '최강']",109.4
1968,박순복,골을 못 넣는팀인데,2023-02-20 02:26:53,골을 못 넣는 팀인데,"['골', '못', '팀']",109.45
1969,말티푸,진짜 잼났읍니다 마요르카!,2023-02-20 02:26:54,진짜 재미났습니다 마요르카,"['진짜', '재미', '마요르카']",109.467
1970,KYU YANG,5골 될번,2023-02-20 02:26:54,5골 될 번,"['골', '번']",109.467
1971,김과장,마요르카 요즘 살아나는 듯,2023-02-20 02:26:55,마요르카 요즘 살아나는 듯,"['마요르카', '요즘', '듯']",109.483
1972,새우깡,목소리가~~~~~~한문철 변호사랑 비슷해요~~:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,2023-02-20 02:27:02,목소리가 한문철 변호사랑 비슷해요 rollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughing,"['목소리', '철', '변호사']",109.6
1973,김정일,강아지사료값 비싸죠,2023-02-20 02:27:03,강아지사료값 비싸죠,"['강아지', '사료', '값']",109.617
1974,소년배달부키키,우리집 탱자 기여어,2023-02-20 02:27:05,우리 집 탱자 기대어,"['우리', '집', '탱자']",109.65
1975,soulmate,모든 골득점은 이강인 발끝에서,2023-02-20 02:27:07,모든 골 득점은 이강인 발끝에서,"['모든', '골', '득점', '이강인', '발끝']",109.683
1976,김마야📣,시비 일루왕,2023-02-20 02:27:07,시비 일루 왕,"['시비', '일루', '왕']",109.683
1977,jackson,레스좀 화면에 보여줘봐요,2023-02-20 02:27:08,레스 좀 화면에 보여줘 봐요,"['레스', '좀', '화면']",109.7
1978,바람,콘테 몇달 안남아서 안짜름 위약금 400억줘야 되서,2023-02-20 02:27:14,콩테 몇 달 안 남아서 안 자름 위약금 400억줘야 되서,"['콩테', '몇', '달', '안', '남아', '안', '위약금']",109.8
1979,황박연,마요르카가 잘하는게 아니고 강인이가 잘하는거죠 ㅎㅎㅎ,2023-02-20 02:27:19,마요르카가 잘하는 게 아니고 강인이가 잘하는 거죠 ,"['마요르카', '게', '강인', '거']",109.883
1980,*달내얼,후반 기대해 봅니다 아자 아자 화이팅~,2023-02-20 02:27:22,후반 기대해 봅니다 아자이 아자 파이팅,"['후반', '파이팅']",109.933
1981,현주현,케인도 무의미,2023-02-20 02:27:27,케인도 무의미,"['케인', '무의미']",110.017
1982,손이김,상대선수 한명 퇴장 당한게 컸죠,2023-02-20 02:27:31,상대 선수 한 명 퇴장당한 게 컸죠,"['상대', '선수', '명', '퇴장', '게']",110.083
1983,kim 지민,한골 넣을수 있었는데 이강인 아까비,2023-02-20 02:27:37,한골 넣을 수 있었는데 이강인 아까 비,"['골', '수', '이강인', '비']",110.183
1984,황박연,떠먹여 줘도 못먹는 놈들이 마요르카인데 ㅎㅎㅎ,2023-02-20 02:27:39,떠먹여 줘도 못 먹는 놈들이 마요르카인데 ,"['못', '놈', '마요르카']",110.217
1985,이상규,안피곤해요?,2023-02-20 02:27:39,안 피곤해요,['안'],110.217
1986,철기둥,동물 키우면 끝까지 책임 집시다 !!!,2023-02-20 02:27:41,동물 키우면 끝까지 책임집시다 ,"['동물', '끝']",110.25
1987,바람구름비,꼰대가 고집이쎄,2023-02-20 02:27:42,꼰대가 고집이 쎄,"['꼰대', '고집']",110.267
1988,아동석,혹시 레스 장가 보내기?,2023-02-20 02:27:44,혹시 레스 장가보내기,"['혹시', '레스', '장가']",110.3
1989,백화영,흥민아 후반 달려보자아ㅏ!!!,2023-02-20 02:27:46,흥민아 후반 달려보자에,"['흥', '민아', '후반']",110.333
1990,일루왕,거절합니다.,2023-02-20 02:27:49,거절합니다,['거절'],110.383
1991,웃으면 뎀벨레,레스보려면 몇분뒤로 돌리면 됨ㅎ,2023-02-20 02:27:53,레스 보려면 몇 분 뒤로 돌리면 됨,"['레스', '몇', '분', '뒤']",110.45
1992,ell cheektos,식스맨님 하이루~ ^^,2023-02-20 02:27:57,식스맨님 하이루 ,"['식스', '맨', '하이루']",110.517
1993,임병인 ,레스가 다이어보다 수비를 잘할거같아요,2023-02-20 02:27:59,레스가 다이어보다 수비를 잘할 거 같아요,"['레스', '수비', '거']",110.55
1994,할로인파티,예적에 무리뉴는 거액주고 퇴임시켰음.,2023-02-20 02:28:05,옛적에 무리뉴는 거액 주고 퇴임시켰음,"['옛적', '무리뉴', '거액', '퇴', '임시']",110.65
1995,김마야📣,그러시던가~~,2023-02-20 02:28:08,그러시던가,[],110.7
1996,색소폰과함께(제천),허허....,2023-02-20 02:28:08,허허,[],110.7
1997,일루왕,ㅋㅋㅋㅋㅋ,2023-02-20 02:28:14,,[],110.8
1998,jackson,레스 품종이 뭐야요?,2023-02-20 02:28:15,레스 품종이 뭐여요,"['레스', '품종', '뭐', '여요']",110.817
1999,soulmate,케인이 아래까지 내려와서 뛰지만 득점과는 거리가 머네요,2023-02-20 02:28:16,케인이 아래까지 내려와서 뛰지만 득점과는 거리가 머네요,"['케인', '아래', '득점', '거리', '머']",110.833
2000,김미선,이강인 한골 넣을수 있었는데 아깝더라구요,2023-02-20 02:28:17,이강인 한골 넣을 수 있었는데 아깝더라고요,"['이강인', '골', '수']",110.85
2001,우마.,:eyes-purple-crying:,2023-02-20 02:28:17,eyespurplecrying,[],110.85
2002,박순복,뻥 ㅋ,2023-02-20 02:28:30,뻥 ,['뻥'],111.067
2003,새우깡,축구는 혼자하는게 아닌데 에메도 잘한다는게 에메하고 스킵도 그렇고 쎕쎕이도 그렇고 다 수준이하들같애,2023-02-20 02:28:30,축구는 혼자 하는 게 아닌데 아메도 잘한다는 게 에메하고 스킵도 그렇고 쎕쎕이도 그렇고 다 수준 이하들 같아,"['축구', '혼자', '게', '아메', '게', '메', '스킵', '수준', '이하']",111.067
2004,일루왕,시고르자브종,2023-02-20 02:28:30,시 고르자 비종,"['시', '비종']",111.067
