,id,comment,time,corrected_comment,nouns,time_minutes
150,Venus,":yt:TV조선, 쿠팡플레이 실시간 보실 수 있습니다",2023-03-24 19:58:14,ytTV 조선 쿠팡 플레이 실시간 보실 수 있습니다,"['조선', '쿠팡', '플레이', '실시간', '수']",10.8
151,기태스,아니 이 미친나라는 중계를 안해주네 축구,2023-03-24 19:58:17,아니 이 미친 나라는 중계를 안 해주네 축구,"['이', '나라', '중계', '안', '축구']",10.85
152,☆han9ra☆,안녕하세요,2023-03-24 19:58:26,안녕하세요,[],11.0
153,일루왕,파. .팔카오?,2023-03-24 19:58:32,파 팔카오,"['파', '팔카오']",11.1
154,온영삼,안녕하세요 ,2023-03-24 19:58:35,안녕하세요 ,[],11.15
155,kim 지민,":red_apple:7시50분부터 방송, TV조선, 쿠팡플레이에서함:red_apple:",2023-03-24 19:58:37,redapple7시 50분부터 방송 TV조선 쿠팡 플레이에서 함 redapple,"['방송', '조선', '쿠팡', '플레이', '함']",11.183
156,발라언니’s 뷰티채널,안녕하세요,2023-03-24 19:58:37,안녕하세요,[],11.183
157,김영관,안녕하세요^^ 식스맨님,2023-03-24 19:58:38,안녕하세요 식스맨님,"['식스', '맨']",11.2
158,지땅,전 배트남 싸이트에서 봅니다..ㅜㅜ 모든 축구...,2023-03-24 19:58:40,전 베트남 사이트에서 봅니다 모든 축구,"['전', '베트남', '사이트', '모든', '축구']",11.233
159,일루왕,팔카오아직도 뜀?,2023-03-24 19:58:40,팔카오 아직도 뜀,['팔카오'],11.233
160,Michael Jr.,강인이는 오늘도 벤친가요?,2023-03-24 19:58:41,강인이는 오늘도 벤친가요,"['강인', '오늘', '친가']",11.25
161,김태영,콜롬비아 골키퍼 주전인가요,2023-03-24 19:58:44,콜롬비아 골키퍼 주전인가요,"['콜롬비아', '골키퍼', '주전']",11.3
162,재밌는지원이,이경기에 슨흥민이랑이강이 만 나오나요?,2023-03-24 19:58:44,이경기에 슨 흥민이랑 이 강이 만 나오나요,"['이경기', '슨', '흥민', '이', '강', '만']",11.3
163,이병훈,육봉님 고생 하십니다,2023-03-24 19:58:47,육봉님 고생하십니다,"['육봉', '고생']",11.35
164,kim 지민,이강인 김문환 오현규 벤치:red_apple:,2023-03-24 19:58:50,이강인 김문환 오현규 벤치 redapple,"['이강인', '김', '환', '규', '벤치']",11.4
165,Venus,":yt:TV조선, 쿠팡플레이 실시간 보실 수 있습니다",2023-03-24 19:58:52,ytTV 조선 쿠팡 플레이 실시간 보실 수 있습니다,"['조선', '쿠팡', '플레이', '실시간', '수']",11.433
166,아싸~TV,중계방송은 식스맨 최고 :thumbs_up: :smiling_face_with_heart_eyes: :two_hearts:,2023-03-24 19:58:56,중계방송은 식스맨 최고 thumbsup smilingfacewithhearteyes twohearts,"['중계방송', '식스', '맨', '최고']",11.5
167,일루왕,팔카오 감독할나이아닌가. .,2023-03-24 19:58:56,팔카오 감독할 나이 아닌가 ,"['팔카오', '감독', '나이']",11.5
