188,박진호,빨리 편의점 가서 맥주 사와야 겠다,2023-03-28 19:57:34
189,최상환,비너스님 안녕하세요 :smiling_face_with_hearts:,2023-03-28 19:57:34
190,율조,왔다!,2023-03-28 19:57:38
191,황박연,비너스님 김마야님 호랭이 당촘!^^*,2023-03-28 19:57:43
192,일상이 일탈,일개미 비너스 님 일찍 댕겨요 ㅋ,2023-03-28 19:57:43
193,김마야📣,몰래 훔쳐보기 ㅋㅋ,2023-03-28 19:57:44
194,Venus,최상환님 안녕하세요 ~,2023-03-28 19:57:49
195,서유미,상환님 방가방가 어서오세요,2023-03-28 19:57:51
196,색소폰과함께(제천),아..오늘도 카스 각인가.. ㅋㅋㅋ,2023-03-28 19:58:00
197,Venus,박연님~~~~~~,2023-03-28 19:58:10
198,황박연,네~~~~~~~~~~~~~^^*,2023-03-28 19:58:16
199,Miracle Worker,입중계인가요?,2023-03-28 19:58:18
200,황동건,식스맨씨 우루과이 전도 잘 부탁드립니다,2023-03-28 19:58:27
201,Venus,울 마야 대모님 숨기면서 몰래보고있었어,2023-03-28 19:58:27
202,김마야📣,:cross_mark_button:유튜브에서 영상송출 불가:cross_mark_button: 어기면 채널정지:loudly_crying_face:,2023-03-28 19:58:28
203,강신길,안녕하세요 콩고에서 인사드림니다,2023-03-28 19:58:29
204,히히히수,식스맨님 저 집에 가고있어요ㅋ,2023-03-28 19:58:30
205,김진용,',2023-03-28 19:58:31
206,박종호,일본-콜롬비아 하고 있나요 ,2023-03-28 19:58:32
207,지호파마,운동하면서 듣고 있어요 디테일한 중계 부탁드려요,2023-03-28 19:58:33
208,그래가자,한국의 구멍 김승규 안나와서 너무 좋다!!! 야호~~~~~~~~~~~~~~~~~,2023-03-28 19:58:38
209,그래가자,한국의 구멍 김승규 안나와서 너무 좋다!!! 야호~~~~~~~~~~~~~~~~~,2023-03-28 19:58:42
210,식스맨TV축구해설,아키에이지워 오픈 이벤트 클릭시 식스맨TV채널의 응원이 됩니다! https://afreehp.kr/bc/U5qXmaaZx5akaw,2023-03-28 19:58:46
211,황동건,선생님 오늘도 잘 부탁드립니다,2023-03-28 19:58:46
212,서유미,신길님 반갑습니다,2023-03-28 19:58:47
213,박종호,일본이랑 콜롬비아는 지금 하고 있나요,2023-03-28 19:58:56
214,봄봄,친선경기 이니만큼 부상없이 행복한축구를 하기를 모든선수에게 바라며 즐청할 준비 완료 했습니다~ 식스맨님 매력넘치는 해설 진짜진짜 좋아요^^,2023-03-28 19:58:58
215,Gold Rose,안녕하세요,2023-03-28 19:59:00
216,좋은 느낌,오늘 전술은?,2023-03-28 19:59:05
217,서유미,홀스님 반갑습니다,2023-03-28 19:59:14
218,SJ뉴욕,독도야. 회이팅,2023-03-28 19:59:18
219,일상이 일탈,라떼 님 어서오세요 ^^,2023-03-28 19:59:21
220,황박연,오늘 전술은 골 많이 넣기~~~^^*,2023-03-28 19:59:22
221,턱턱이,중계는 어디서하나요,2023-03-28 19:59:26
222,Venus,좋아요:thumbs_up:구독:yt:클릭클릭,2023-03-28 19:59:34
223,귀동냥,일하러 슝~~~~~,2023-03-28 19:59:38
224,황박연,울 비너스님 오늘 잘생긴거 보소~~~~^^*,2023-03-28 19:59:51
225,와쪄염,안녕하세요~와쪄염이 와쪄염~^^,2023-03-28 19:59:54
226,서유미,사바스님 방가방가요,2023-03-28 19:59:56
227,식스맨TV축구해설,게임 아이템이 필요할때! 클릭시 식스맨TV채널의 응원이 됩니다! https://afreehp.kr/bc/U5qXmaaZx5akag,2023-03-28 19:59:57
228,좋은 느낌,4231  감사 ,2023-03-28 20:00:00
229,일상이 일탈,우리 강인 주전이네^^,2023-03-28 20:00:00
230,넌누구니,벤투랑은 차원이 다르네 이기는 경기가 아닌 여러가지 전략,2023-03-28 20:00:03
231,그래가자,전세계 입중계 탑클래스 식스맨님 좋아요~~~~~~~~~~~~,2023-03-28 20:00:04
232,박찬덕,안녕 식 스멘 여기는한국입니다,2023-03-28 20:00:05
233,황동건,오랜만에 골키퍼 조현우네요,2023-03-28 20:00:05
234,cho,콜롬비아 일본 친선경기 일본선수 1군인가요??,2023-03-28 20:00:07
235,하늘이의 하루,안녕하세요 식스맨님 언제나 응원 함니다 ,2023-03-28 20:00:09
236,Venus,박연님~~나보여?ㅋㅋ,2023-03-28 20:00:11
237,JH SUH,이강인 선발이군요 ㅎ,2023-03-28 20:00:15
238,황박연,보이죠 그럼^^*,2023-03-28 20:00:19
239,김마야📣,ㅋㅋㅋ,2023-03-28 20:00:21
240,우현채린,안녕하세요,2023-03-28 20:00:25
241,물극필반,안녕하세요~^^,2023-03-28 20:00:31
242,황박연,감자 사러 마트 갈려 했는데 축구를 하지 모에요^^*,2023-03-28 20:00:41
243,최상희,왜 전부 일본사람들인가요?,2023-03-28 20:00:42
244,악플러입니다,이기제는 애국가도 안부르네,2023-03-28 20:00:48
245,넌누구니,로비 잘하는 나라인데 1군을 안쓸수가 없을듯,2023-03-28 20:00:51
246,백수박상훈,한국이 이긴다,2023-03-28 20:00:55
247,하늘이,안녕하세요.,2023-03-28 20:00:56
248,안재형,안녕하세요,2023-03-28 20:00:57
249,우현채린,황희찬 어디어요,2023-03-28 20:01:04
250,김미영,4대2승,2023-03-28 20:01:07
251,kim 지민,우루과이 선발;; 멜레( 골키퍼) 13번호세 루이스 로드리게스 2 부에노 3.고아데스 22 피게레스 6 우가르테 5 베시노 15 발베르데 20 토레스 18 고메스 11 조나단 로드리게스 ..4 2 1 3:collision:,2023-03-28 20:01:10
252,뉴프로,안녕하세요~ 오늘도 명품 해설 기대합니다.,2023-03-28 20:01:16
253,전정희,근데 질것같애 손흥민 한골이라도 넣어라,2023-03-28 20:01:16
254,용서하세요스님,방가요,2023-03-28 20:01:16
255,라크라,안녕하세요,2023-03-28 20:01:18
256,악플러입니다,이기제는 중국사람인가요? 애국가도 안부르고 침묵하던데,2023-03-28 20:01:23
257,SJ뉴욕,독도야 화이팅,2023-03-28 20:01:23
258,샤프슈터,수아레즈 삐졌나 왜 안왔지,2023-03-28 20:01:23
259,불루베리,오늘도 축구는 식스맨과함께 즐겁게 듣겠습니다~~홧팅~^^,2023-03-28 20:01:23
260,최상희,심판 var 전부 일본인이네요,2023-03-28 20:01:23
261,안재형,ㅠㅠㅠ,2023-03-28 20:01:27
262,황박연,울 김지민님은 언제 한국에 오시나???????????,2023-03-28 20:01:28
263,사신남부지점,역배 생각엄나요,2023-03-28 20:01:30
264,필비,안녕하세요,2023-03-28 20:01:31
265,색소폰과함께(제천),3 : 1 승 !!!!!!!!!!!!!!!!!!!,2023-03-28 20:01:33
266,Gold Rose,이번주 주말부터 다시 리그 경기 하나요?,2023-03-28 20:01:43
267,천국의계단(男),5대4 승리예상,2023-03-28 20:01:43
268,kim 지민,4월20일에 한국가요 ..황박연님:blue_heart:,2023-03-28 20:01:50
269,지스,실시간 방송은 안하죠?,2023-03-28 20:01:54
270,한동훈,전반전 시작합니다,2023-03-28 20:01:55
271,황박연,울 김지민님 보고 싶어 죽겄네~~~~~~~~~~~~~~^^*,2023-03-28 20:01:56
272,김미영,발베르데 뭉개,2023-03-28 20:01:58
273,식스맨TV축구해설,아키에이지워 오픈 이벤트 클릭시 식스맨TV채널의 응원이 됩니다! https://afreehp.kr/bc/U5qXmaaZx5akaw,2023-03-28 20:01:58
274,안재형,한국이 이길거예요,2023-03-28 20:01:59
275,G식이,실시간 중계 어디서 볼수있나요 ?,2023-03-28 20:02:07
276,홍명의,안녕하세요 오랜만에 저녁때 뵙네요,2023-03-28 20:02:09
277,황동건,식스맨 선생님 왜 수아레즈는 안나오나요,2023-03-28 20:02:14
278,Venus,:cross_mark:유튜브 중계권이 없습니다~ 입중계입니다. 유튜브에 영상나오는 곳은 없습니다.:cross_mark:,2023-03-28 20:02:14
279,황박연,한달 걸린다더니 여러달 걸리는군~~~^^*,2023-03-28 20:02:15
280,백수박상훈,한국에 걸엇다 돈,2023-03-28 20:02:15
281,kim 지민,저도 보고파요 :face_with_head_bandage::red_heart::blue_heart:,2023-03-28 20:02:16
282,샤프슈터,황의조 폼 안좋던데,2023-03-28 20:02:17
283,일상이 일탈,지민 님 어디 계세요 지금?,2023-03-28 20:02:19
284,kim 지민,:fire:티비조선 쿠팡플레이에서 중계:fire:,2023-03-28 20:02:23
285,넌누구니,한국승 손흥민 공격포인트 0개 VS 한국패 손흥민 공포 5개 ,2023-03-28 20:02:25
286,Venus,대한민국:washhands::washhands::washhands::washhands::washhands:,2023-03-28 20:02:26
287,왕오빠,아 또 그 유니폼이네 ㅠㅠ 번호가 안보이니깐 또 답답하넹 ,2023-03-28 20:02:33
288,넌누구니,황의조냐 ㅡ.ㅡ,2023-03-28 20:02:34
289,안재형,가즈아,2023-03-28 20:02:35
290,이현우,태한미국 파이티,2023-03-28 20:02:40
291,김마야📣,대한민국:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:,2023-03-28 20:02:43
292,kim 지민,일본 요코스카..도쿄에서 전철로 40분정도...,2023-03-28 20:02:49
293,황동건,스패너님 왜 수아레스 없나요,2023-03-28 20:02:53
294,Dokdo Korea,안녕하세요 :squinting_face_with_tongue::thumbs_up:,2023-03-28 20:02:54
295,백수박상훈,손흥민 프리킥 골각이냐,2023-03-28 20:02:59
296,황박연,발베르데 발라버리자~~~^^*,2023-03-28 20:03:09
297,식스맨TV축구해설,게임 아이템이 필요할때! 클릭시 식스맨TV채널의 응원이 됩니다! https://afreehp.kr/bc/U5qXmaaZx5akag,2023-03-28 20:03:09
298,안재형,대한민국,2023-03-28 20:03:11
299,샤프슈터,중원싸움 치열하네요,2023-03-28 20:03:19
300,최상희,벤탄쿠르 부상인가요?,2023-03-28 20:03:21
301,삼디 나라 YOUTUBE / 카드만드는 삼디,식스맨님 혹시 죄송한데 pc로 경기보는법이 없나요? ㅠ,2023-03-28 20:03:24
302,정신차려라,티비서는 방송안하나여,2023-03-28 20:03:27
303,일상이 일탈,거기 뭐땀시 가셨어요 지민 님은?,2023-03-28 20:03:32
304,김마야📣,벤탄부상요,2023-03-28 20:03:34
305,GoD_인삼*,:hand-pink-waving::hand-purple-blue-peace::yougotthis:,2023-03-28 20:03:40
306,Curtiss Lee,ㅋㅋ,2023-03-28 20:03:46
307,일상이 일탈,뎀뿌라 드시러 가신 건 아닐 테고,2023-03-28 20:03:51
308,홍명의,새벽에 만나뵙다가 저녁시간에 보니 새롭네요,2023-03-28 20:03:52
309,최상희,국대이긴 하죠? 벤탸,2023-03-28 20:03:56
310,황박연,기껏해야 수아레스 카바니 정도 나오겠지 머 ㅎㅎㅎㅎ,2023-03-28 20:03:58
